"countySeat"
"Pierce,_Nebraska"
"White_Cloud,_Michigan"
"Jasper,_Georgia"
"Castle_Rock,_Colorado"
"Toledo,_Iowa"
"Chippewa_Falls,_Wisconsin"
"St._Joseph,_Missouri"
"Pendleton,_Oregon"
"Rupert,_Idaho"
"Waterloo_(village),_New_York"
"Silverton,_Texas"
"Ortonville,_Minnesota"
"Basin,_Wyoming"
"Gonzales,_Texas"
"La_Grande,_Oregon"
"St._John,_Kansas"
"Sioux_City,_Iowa"
"Dyersburg,_Tennessee"
"Elba,_Alabama"
"Cedar_Rapids,_Iowa"
"Gladwin,_Michigan"
"Tekamah,_Nebraska"
"Centerville,_Iowa"
"Madras,_Oregon"
"Canyon,_Texas"
"Auburn,_Indiana"
"Greenfield,_Massachusetts"
"Plentywood,_Montana"
"Mora,_Minnesota"
"Russell,_Kansas"
"Tuscumbia,_Alabama"
"Escanaba,_Michigan"
"Big_Rapids,_Michigan"
"Paintsville,_Kentucky"
"Boulder,_Montana"
"Buffalo,_Wyoming"
"Dupree,_South_Dakota"
"Tuscumbia,_Missouri"
"Mitchell,_South_Dakota"
"Claremore,_Oklahoma"
"Ripley,_Tennessee"
"Cimarron,_Kansas"
"Lebanon,_Missouri"
"San_Saba,_Texas"
"Milton,_Florida"
"Seguin,_Texas"
"Mahnomen,_Minnesota"
"Coudersport,_Pennsylvania"
"Augusta,_Maine"
"Stuart,_Virginia"
"Canton,_Georgia"
"Nephi,_Utah"
"Lake_Pleasant_(hamlet),_New_York"
"Edina,_Missouri"
"Sebring,_Florida"
"Nevada,_Missouri"
"Fort_Valley,_Georgia"
"Boise_City,_Oklahoma"
"Lancaster,_Virginia"
"Marshall,_Michigan"
"Covington,_Georgia"
"Comanche,_Texas"
"Sisseton,_South_Dakota"
"Julesburg,_Colorado"
"Grand_Forks,_North_Dakota"
"Wenatchee,_Washington"
"Waycross,_Georgia"
"Lawrenceville,_Virginia"
"Rushville,_Nebraska"
"Bangor,_Maine"
"Titusville,_Florida"
"Fulton,_Missouri"
"Lawton,_Oklahoma"
"Meridian,_Mississippi"
"Muskogee,_Oklahoma"
"St._Charles,_Missouri"
"Midland,_Michigan"
"Tipton,_Indiana"
"Hugo,_Oklahoma"
"Middletown,_Connecticut"
"Burlington,_Vermont"
"Greenville,_Kentucky"
"Breckenridge,_Colorado"
"Montross,_Virginia"
"Lancaster,_Kentucky"
"Daingerfield,_Texas"
"Greenville,_Texas"
"Steubenville,_Ohio"
"Brownwood,_Texas"
"Inverness,_Florida"
"Brownstown,_Indiana"
"Hillsdale,_Michigan"
"Yankton,_South_Dakota"
"Rockport,_Texas"
"Stilwell,_Oklahoma"
"Cochran,_Georgia"
"Louisville,_Kentucky"
"Albany,_Missouri"
"Wedowee,_Alabama"
"Hamilton,_Georgia"
"Jefferson,_Texas"
"San_Angelo,_Texas"
"New_Lexington,_Ohio"
"Philippi,_West_Virginia"
"Ackerman,_Mississippi"
"Madison,_Indiana"
"Mocksville,_North_Carolina"
"Llano,_Texas"
"Kiowa,_Colorado"
"Oxford,_North_Carolina"
"Weatherford,_Texas"
"Anoka,_Minnesota"
"Sidney,_Montana"
"Bayboro,_North_Carolina"
"Chestertown,_Maryland"
"Jasper,_Florida"
"Mio,_Michigan"
"Quitman,_Texas"
"Osceola,_Missouri"
"Sterling,_Colorado"
"Booneville,_Mississippi"
"Benton,_Tennessee"
"Aberdeen,_South_Dakota"
"Madison,_Georgia"
"Russellville,_Kentucky"
"Lewisville,_Arkansas"
"Dawson,_Georgia"
"Alpena,_Michigan"
"Lockport_(city),_New_York"
"Hastings,_Minnesota"
"Meadville,_Pennsylvania"
"East_Naples,_Florida"
"Olathe,_Kansas"
"Augusta,_Arkansas"
"American_Falls,_Idaho"
"Nashville,_Tennessee"
"Yadkinville,_North_Carolina"
"Bedford,_Virginia"
"Wellsboro,_Pennsylvania"
"Kaufman,_Texas"
"Nevada,_Iowa"
"Golconda,_Illinois"
"Mound_City,_South_Dakota"
"Douglas,_Wyoming"
"Portage,_Wisconsin"
"Norwalk,_Ohio"
"Charleston,_Missouri"
"Bartlett,_Nebraska"
"Edgefield,_South_Carolina"
