artist_id,uri,type,height,width,uri150
161,http://api.discogs.com/image/A-161-1278966650.jpeg,primary,200,200,http://api.discogs.com/image/A-150-161-1278966650.jpeg
161,http://api.discogs.com/image/A-161-1104932847.jpg,secondary,187,250,http://api.discogs.com/image/A-150-161-1104932847.jpg
161,http://api.discogs.com/image/A-161-1278966709.jpeg,secondary,280,456,http://api.discogs.com/image/A-150-161-1278966709.jpeg
161,http://api.discogs.com/image/A-161-1278965628.jpeg,secondary,390,300,http://api.discogs.com/image/A-150-161-1278965628.jpeg
161,http://api.discogs.com/image/A-161-1194998014.jpeg,secondary,200,300,http://api.discogs.com/image/A-150-161-1194998014.jpeg
161,http://api.discogs.com/image/A-161-1278966595.jpeg,secondary,352,464,http://api.discogs.com/image/A-150-161-1278966595.jpeg
161,http://api.discogs.com/image/A-161-1278965890.jpeg,secondary,304,491,http://api.discogs.com/image/A-150-161-1278965890.jpeg
161,http://api.discogs.com/image/A-161-1278965407.jpeg,secondary,664,570,http://api.discogs.com/image/A-150-161-1278965407.jpeg
161,http://api.discogs.com/image/A-161-1278965514.jpeg,secondary,800,600,http://api.discogs.com/image/A-150-161-1278965514.jpeg
189,http://api.discogs.com/image/A-189-1343340956-4306.jpeg,primary,286,520,http://api.discogs.com/image/A-150-189-1343340956-4306.jpeg
189,http://api.discogs.com/image/A-189-1343341023-8553.png,secondary,480,320,http://api.discogs.com/image/A-150-189-1343341023-8553.png
1570,http://api.discogs.com/image/A-1570-1308364786.jpeg,primary,402,400,http://api.discogs.com/image/A-150-1570-1308364786.jpeg
1570,http://api.discogs.com/image/A-1570-001.jpg,secondary,170,200,http://api.discogs.com/image/A-150-1570-001.jpg
1570,http://api.discogs.com/image/A-1570-1079133939.jpg,secondary,301,223,http://api.discogs.com/image/A-150-1570-1079133939.jpg
1570,http://api.discogs.com/image/A-1570-1079219309.jpg,secondary,346,268,http://api.discogs.com/image/A-150-1570-1079219309.jpg
1570,http://api.discogs.com/image/A-1570-1084143667.jpg,secondary,110,172,http://api.discogs.com/image/A-150-1570-1084143667.jpg
1570,http://api.discogs.com/image/A-1570-1141820263.jpeg,secondary,412,600,http://api.discogs.com/image/A-150-1570-1141820263.jpeg
1570,http://api.discogs.com/image/A-1570-1204930271.jpeg,secondary,450,600,http://api.discogs.com/image/A-150-1570-1204930271.jpeg
1812,http://api.discogs.com/image/A-1812-1324168948.jpeg,primary,238,359,http://api.discogs.com/image/A-150-1812-1324168948.jpeg
1825,http://api.discogs.com/image/A-1825-001.jpg,primary,260,168,http://api.discogs.com/image/A-150-1825-001.jpg
1825,http://api.discogs.com/image/A-1825-1096889426.jpg,secondary,120,120,http://api.discogs.com/image/A-150-1825-1096889426.jpg
1825,http://api.discogs.com/image/A-1825-1158754259.jpeg,secondary,557,433,http://api.discogs.com/image/A-150-1825-1158754259.jpeg
1825,http://api.discogs.com/image/A-1825-1173968199.jpeg,secondary,311,187,http://api.discogs.com/image/A-150-1825-1173968199.jpeg
2323,http://api.discogs.com/image/A-2323-1079042964.jpg,primary,329,256,http://api.discogs.com/image/A-150-2323-1079042964.jpg
2323,http://api.discogs.com/image/A-2323-1165888500.jpeg,secondary,423,600,http://api.discogs.com/image/A-150-2323-1165888500.jpeg
2323,http://api.discogs.com/image/A-2323-1165888553.jpeg,secondary,400,320,http://api.discogs.com/image/A-150-2323-1165888553.jpeg
2323,http://api.discogs.com/image/A-2323-1270209959.jpeg,secondary,450,600,http://api.discogs.com/image/A-150-2323-1270209959.jpeg
2323,http://api.discogs.com/image/A-2323-1270209965.jpeg,secondary,364,500,http://api.discogs.com/image/A-150-2323-1270209965.jpeg
2323,http://api.discogs.com/image/A-2323-1270209974.jpeg,secondary,700,408,http://api.discogs.com/image/A-150-2323-1270209974.jpeg
2713,http://api.discogs.com/image/A-2713-1344267733-6527.jpeg,primary,320,440,http://api.discogs.com/image/A-150-2713-1344267733-6527.jpeg
2713,http://api.discogs.com/image/A-2713-1198119326.jpeg,secondary,408,454,http://api.discogs.com/image/A-150-2713-1198119326.jpeg
2713,http://api.discogs.com/image/A-2713-001.jpg,secondary,170,200,http://api.discogs.com/image/A-150-2713-001.jpg
2713,http://api.discogs.com/image/A-2713-1344267666-4341.jpeg,secondary,286,440,http://api.discogs.com/image/A-150-2713-1344267666-4341.jpeg
2713,http://api.discogs.com/image/A-2713-1344267702-9017.jpeg,secondary,408,440,http://api.discogs.com/image/A-150-2713-1344267702-9017.jpeg
2713,http://api.discogs.com/image/A-2713-1344267967-5132.jpeg,secondary,440,440,http://api.discogs.com/image/A-150-2713-1344267967-5132.jpeg
2713,http://api.discogs.com/image/A-2713-1344268019-8653.jpeg,secondary,440,440,http://api.discogs.com/image/A-150-2713-1344268019-8653.jpeg
2713,http://api.discogs.com/image/A-2713-1223828985.jpeg,secondary,450,600,http://api.discogs.com/image/A-150-2713-1223828985.jpeg
2714,http://api.discogs.com/image/A-2714-1339781196-1991.jpeg,primary,354,450,http://api.discogs.com/image/A-150-2714-1339781196-1991.jpeg
2714,http://api.discogs.com/image/A-2714-1360172752-5889.jpeg,secondary,866,600,http://api.discogs.com/image/A-150-2714-1360172752-5889.jpeg
2714,http://api.discogs.com/image/A-2714-1319534216.jpeg,secondary,780,567,http://api.discogs.com/image/A-150-2714-1319534216.jpeg
2714,http://api.discogs.com/image/A-2714-1319372039.jpeg,secondary,556,567,http://api.discogs.com/image/A-150-2714-1319372039.jpeg
2714,http://api.discogs.com/image/A-2714-1319534207.jpeg,secondary,751,567,http://api.discogs.com/image/A-150-2714-1319534207.jpeg
2714,http://api.discogs.com/image/A-2714-1319534098.jpeg,secondary,817,567,http://api.discogs.com/image/A-150-2714-1319534098.jpeg
