artist_id,url
161,http://www.toddedwardsmusic.com
161,http://www.todd-edwards.net
161,http://www.myspace.com/toddedwards
161,http://www.facebook.com/toddedwardsmusic
161,http://twitter.com/toddedwards3000
161,http://soundcloud.com/todd-edwards
161,http://toddedwards.bandcamp.com
1570,http://www.myspace.com/felixdahousecat
1570,http://www.felix-da-housecat.de
1570,http://www.felixdahousecat.com
1570,http://www.deejaybooking.com/felixdahousecat
1570,http://twitter.com/TheeRealFDHC
1812,http://www.myspace.com/erickupper
1825,http://www.joeynegro.com/
1825,http://www.myspace.com/joey_negro
1825,http://twitter.com/JoeyNegro
1825,http://en.wikipedia.org/wiki/Dave_Lee_(DJ)
2323,http://djhypehypehype.co.uk/
2323,http://www.myspace.com/hypehypehype
2323,http://www.facebook.com/hypehypehype
2323,http://twitter.com/DJHYPE_PLAYAZ
2713,http://www.yazooinfo.com
2713,http://www.myspace.com/yazooofficial
2713,http://pedes.net/yazoo
2713,http://www.yazooforum.com
2714,http://www.erasureinfo.com
2714,http://www.totalerasure.com
2714,http://www.erasure.de
2714,http://www.erasure.ru
2714,http://www.myspace.com/erasureofficial
2714,http://www.synt.nu/erasure
2714,http://www.onges-erasure-page.co.uk
2851,http://www.myspace.com/djhive
2851,http://www.violencerecordings.com
3612,http://www.djwallypishposh.com
4115,http://www.ebtg.com/
4115,http://www.myspace.com/benandtracey
4115,http://en.wikipedia.org/wiki/Everything_but_the_Girl
4945,http://www.djswamp.com/
5160,http://www.myspace.com/chrisliberator
5160,http://www.residentadvisor.net/dj/chrisliberator
5160,http://www.sufbookings.com/clib.html
5649,http://www.demigodz.com/
5797,http://www.atb-music.com/
5797,http://www.facebook.com/andretanneberger
5797,http://www.myspace.com/andretanneberger
5797,http://twitter.com/atbandre
5797,http://www.atb-music.ru/
5797,http://www.dontstop.co.uk
7620,http://www.officialdoubleyou.com/
7620,http://www.myspace.com/officialdoubleyou
7620,http://en.wikipedia.org/wiki/Double_You
7624,http://www.djdavidmorales.com
7624,http://www.facebook.com/djdavidmorales
7624,http://www.youtube.com/user/DjDavidMorales
7624,http://twitter.com/djdavidmorales
7624,http://www.myspace.com/djdavidmorales
7698,http://www.snap-world.com/
7698,http://www.myspace.com/snapofficial
8024,http://www.janetjackson.com
8024,http://www.myspace.com/janetjackson
8024,http://www.onamrecords.com/myartists.php?artist=Janet%20Jackson
8024,http://en.wikipedia.org/wiki/Janet_Jackson
8024,http://twitter.com/JanetJackson
8024,http://www.cravingjanet.com/
8099,http://www.ultranate.com
8099,http://www.myspace.com/ultranatemusic
8099,http://www.facebook.com/ultranatemusic
8099,http://en.wikipedia.org/wiki/Ultra_Nate
8099,http://twitter.com/ultranatemusic
9838,http://www.mixmastermike.com
9838,http://www.beastiemania.com
10299,http://www.facebook.com/pages/Jordana-aka-187/49089429814
10299,http://soundcloud.com/jordana-1
10299,http://en.wikipedia.org/wiki/1.8.7
10360,http://www.klaus-schulze.com
10360,http://en.wikipedia.org/wiki/Klaus_Schulze
11449,http://www.nenehcherry.de/
11449,http://www.myspace.com/nenehcherry
11449,http://en.wikipedia.org/wiki/Neneh_Cherry
11617,http://www.chriscox.net/
11617,http://www.myspace.com/djchriscox
11617,http://www.facebook.com/chriscoxofficial
11879,http://www.loureed.org/
12206,http://www.claudiococcoluto.dj/
12206,http://www.myspace.com/coccodj
12343,http://www.myspace.com/djbookert
12343,http://www.kingsofsoul.com/
13227,http://www.mussomusic.com
13227,http://www.mussomusic.com/disco_date.html
13407,http://www.davethedrummer.net/
15885,http://www.michaeljackson.com
15885,http://www.myspace.com/michaeljackson
15885,http://www.facebook.com/michaeljackson
15885,http://www.youtube.com/user/MichaelJacksonVEVO
15885,http://en.wikipedia.org/wiki/Michael_Jackson
15885,http://www.last.fm/music/Michael+Jackson
17456,http://www.bloodyfist.com.au
17456,http://www.myspace.com/bloodyfistmusic
18712,http://www.myspace.com/contriva
18956,http://www.steviewonder-unofficial.com/
18956,http://www.steviewonder.net/
18956,http://www.myspace.com/steviewondermusic
18956,http://en.wikipedia.org/wiki/Stevie_Wonder
19674,http://www.alisonmoyet.com/
19674,http://www.myspace.com/alisonmoyetofficial
20337,http://www.drzvago.com/
20400,http://www.themasochist.com
20400,http://www.facebook.com/pages/The-Masochist/135403103179975
20662,http://www.francois-k.com/
20662,http://www.myspace.com/francois_k
20662,http://twitter.com/fknyc
20662,http://en.wikipedia.org/wiki/Fran%C3%A7ois_Kevorkian
21147,http://www.pharoahsanders.net/
21742,http://lifeandtimes.com/
21742,http://www.myspace.com/jayz
21742,http://twitter.com/jayz
21742,http://rocnation.com/jayz/
21742,http://en.wikipedia.org/wiki/Jay-Z
22757,http://www.luthervandross.com/index2.html
22757,http://en.wikipedia.org/wiki/Luther_Vandross
24394,http://www.thedestroyer.it
24394,http://www.myspace.com/thedestroyerit
24394,http://www.legaldownload.net/theDESTROYER
24394,http://soundcloud.com/thedestroyer-1
26695,http://www.wawa.tk/
26936,http://www.myspace.com/apathy
27628,http://www.myspace.com/rickydillard
28164,http://www.ralphirosario.com/
28164,http://www.myspace.com/ralphirosario
28521,http://www.myspace.com/darrylpandy7
28802,http://www.myspace.com/farleyjackmasterfunkcom
29225,http://www.soulwalking.co.uk/Fat%20Larry's%20Band.html
34220,http://www.myspace.com/rhettmatic
34220,http://www.statemaster.com/encyclopedia/DJ-Rhettmatic
35740,http://janesaddiction.com
35740,http://janesaddiction.org
35740,http://xiola.org
35740,http://en.wikipedia.org/wiki/Jane%27s_Addiction
37365,http://vinceclarkemusic.com/
37365,http://www.vinceclarke.de/
37365,http://www.clarkewareboxset.com/
