label_id,url
130,http://www.goodlooking.org/
160,http://www.xlrecordings.com
160,http://www.myspace.com/xlrecordingsmusic
160,http://www.facebook.com/xlrecordings
160,http://www.twitter.com/xlrecordings
160,http://en.wikipedia.org/wiki/XL_Recordings
267,http://www.traxhouse.net
267,http://www.1houseinc.com
267,http://traxrecords.bandcamp.com/
681,http://www.atlanticrecords.com
681,http://www.bsnpubs.com/atlantic
681,http://en.wikipedia.org/wiki/Atlantic_Records
750,http://www.virginrecords.com
915,http://www.kontorrecords.de/
915,http://www.myspace.com/kontorrecordshamburg
915,http://www.facebook.com/kontorrecords
915,http://twitter.com/kontorrecords
915,http://www.youtube.com/user/kontor
1000,http://www.warnerbrosrecords.com/
1000,http://www.myspace.com/warnerbrosrecords
1000,http://www.youtube.com/user/warnerbrosrecords
1000,http://en.wikipedia.org/wiki/Warner_Bros._Records
1000,http://www.bsnpubs.com/warner/warnerstory.html
1000,http://www.vinylbeat.com/cgi-bin/labelfocus.cgi?label=WARNER+BROS.+%28WB%29
1000,&
1000,"label_section=V,W,X"
1060,http://londonrecords.org
1103,http://www.bigdada.com/
1175,http://www.palmpictures.com
1610,http://www.polydor.co.uk/
1610,http://www.youtube.com/polydor
1610,http://www.youtube.com/polydorclassics
1717,http://www.myspace.com/soulslinger
1717,http://www.zazzle.com/carlossoulslinger
1832,http://zrecords.ltd.uk
2660,http://www.centralparkrecordings.com/
2660,http://www.myspace.com/centralparkrecordings
2660,http://www.satelliterecords.com/
2739,http://www.profile-records.com/
3198,http://www.chrysalismusic.co.uk
3198,http://en.wikipedia.org/wiki/Chrysalis_Records
3650,http://www.tzadik.com/
3719,http://www.fortunarecords.com
4043,http://www.drizzly.de
4293,http://www.ic-digit.de
6394,http://www.onamrecords.com/Almo_Sounds.html
6394,http://www.almo.co.uk/
7483,http://www.selectmix.com/
7483,http://www.hotdiscomix.de/remix_services/hot_tracks/index.htm
8377,http://www.islandrecords.com/
8377,http://www.islandrecords.co.uk/
8617,http://www.illboogie.com/
10246,http://www.lok-musik.net
10246,http://www.lok-musik.de
10867,http://www.rrrecords.com/
12563,http://www.trance.it
12729,http://www.robotrecords.com
12886,http://www.diestadtmusik.de/
19189,http://www.startrakmusic.com/
21903,http://www.mandorecords.com
23957,http://ghostsonwater.blogspot.com/
25924,http://www.touchin-down.co.uk
33344,http://ca.freetekno.cz/psychospores.html
38670,http://www.factoriasonora.com
38670,http://www.factoriasonora.co.uk
39357,http://www.mercuryrecords.com/
39357,http://www.mercuryrecords.co.uk/
39357,http://mercuryrecords.com.au/
39357,http://microgroove.jp/mercury/
64452,http://nonqualityaudio.tk/
64452,http://myspace.com/nonqualityaudio
64452,http://p104.ezboard.com/froilnoise42937frm26
69009,http://www.finrg.com
75594,http://www.rapedtraxx.tk/
190753,http://www.naimlabel.com/
346838,http://www.silence.se/
