artist_id,name
161,I Am Child
161,Lester Klark
161,"Messenger, The"
161,Sample Choir
161,"Todd Edwards Project, The"
161,Todd Imperatrice
161,Werks
189,Forme
189,Sebastian Ahrenberg
189,Secret Operations
1570,Aphrohead
1570,Aphropitch
1570,Aura And Thee Dove
1570,Electrikboy
1570,Felix Stallings Jr.
1570,Live IV Life
1570,Outerealm
1570,Radical Men
1570,Rocketmann !
1570,Sharkimaxx
1570,Thee Cat In Da Hat
1570,Thee Dawnsmen
1570,Thee Housecat Experience
1570,Thee Jamie Starr Scenario
1570,Thee Liaisons Scenario
1570,Thee Maddkatt Chronicles
1570,Thee Maddkatt Courtship
1570,Timewalkers 1
1570,Venus (3)
1570,Wizdom
1570,Wonderboy (4)
1570,Yesterday Dreamers
1570,Zeka
1812,Area 51 (23)
1812,"Barrow Gang, The"
1812,Depth
1812,Discrete
1812,Downtown
1812,Eric Kupper Presents Organika
1812,K-Scope (2)
1812,Xenon (6)
1825,Agora
1825,Akabu
1825,Avalanche (5)
1825,Brad Shitt
1825,Dave Lee
1825,Doug Willis
1825,Energise
1825,Foreal People
1825,Jakatta
1825,Jupiter Beyond (2)
1825,Mistura
1825,Plastic Ian
1825,Prospect Park
1825,Raven Maize
1825,Raw Essence
1825,Rock Shock
1825,Sessomatto
1825,"Shy Boys, The"
1825,Sub Rosa (3)
1825,Z Factor
2323,Doctor K.
2323,Dopestyle
2323,Kevin Ford (2)
2323,M Double A
2323,Naughty
2323,Smoke (17)
2323,"Warrior, The"
2714,Clarke/Bell
2714,V
2714,&
2714,A
2851,Michael Petrie
2851,Unseen Master
3612,Keef Destefano
3612,Pish Posh
5160,Chris Knowles
5160,Cluster (2)
5160,Star Power
5743,Ewan Pearson
5743,Maas
5743,Sulky Pup
5743,Villa America
5797,André Tanneberger
5797,Daniel G. Sarr
5797,Danny Lee
5797,Delegate (3)
5797,Electric Gold
5797,Joan Robinson
5797,Naughty A.T.
5797,Niko T.
5797,Taylor (17)
5999,Die Rhythmiker
5999,Hi-Lo
5999,Maybe And Her Boneless Sisters
5999,"Memory Foundation, The"
5999,Ratio
5999,Rhythmiker vs. Ratio
5999,Skinless Brothers
6952,"Nightwatchman, The"
7624,928
7624,"Boss, The"
7624,Brooklyn Friends
7624,Davy Dx
7624,"Face, The (3)"
7624,Momo (14)
9838,Mike Schwartz
9857,Darryl
9857,Diane (3)
9857,Dr. Death (3)
9857,Jacki (2)
9857,Larry Least
9857,"Normal, The"
9857,Paul (32)
9857,Silicon Teens
10299,Jordana LeSesne
10299,Lady J
10299,Murder 0ne
10360,Richard Wahnfried
10360,Schulzendorfer Groove Orchester
12206,Cocodance
12343,Club Zone
12343,DJ Innocence
12343,Frankie Dark
12343,Gary Booker
12343,Inner Souls
12343,Kings Of Soul
13227,Transonic
13407,CO-AX
13407,D.A.V.E. The Drummer
13407,Dr. Octopus
13407,E2 (2)
13407,Hydraulix (2)
13407,Itchy Hortin
13407,Secret Hero
13407,Strobe
13407,Techno Itch
13407,Watchman (4)
14062,"Dub Duo, The"
14062,"Heartists, The"
15885,Alien Chasm Jock
15885,W.A. Mozart
17110,N*E*R*D
18294,187 Lockdown
18294,C-Ken
18294,D-Syne
18294,Gant
18294,M Factor
18294,Mareeko
18294,Reflex (7)
18294,Stella Browne
18956,Eivets Rednow
18956,El Toro Negro
18956,Scorbu Productions
18956,Stevland Morris
20337,Angelo Goede
20337,Catkiller
20337,"D.O.C., The (2)"
20337,DJ XD
20337,Goliath
20337,Haras
20337,Megatron (5)
20337,Michelangelo
20337,Negative-A
20337,Roughrider
20337,Ruffian
20337,Triest Geval
20337,Vacorps
20917,Jani Niiranen
20917,Prob.
20917,Tes La Rok
20917,Trusta
20917,Waterloop (2)
21147,Little Rock
21147,Mystery Guest
21742,HOV
21742,Jigga
21742,Shawn Carter
23701,Terpsichord
23701,Tin Men (2)
23701,Tinman
23701,Tinman Out
24394,Crusher
24394,KAOS (4)
24394,Pierpaolo Salamone
24804,NCA
24804,NCA Experience
26010,Agora
26010,Akabu
26010,Avalanche (5)
26010,Brad Shitt
26010,Dave Lee
26010,Doug Willis
26010,Energise
26010,Foreal People
26010,Jakatta
26010,Joey Negro
26010,Jupiter Beyond (2)
26010,Plastic Ian
26010,Prospect Park
26010,Raven Maize
26010,Raw Essence
26010,Rock Shock
26010,Sessomatto
26010,"Shy Boys, The"
26010,Sub Rosa (3)
26010,Z Factor
26936,Chad Bromley
27628,Rickey Dillard's New G.
27628,Ricky Dillard's New Generation Chorale
28164,"2nd Opinion, The"
28164,Energy Factor
28164,"Float, The"
28164,Hex Complexx
28164,Raz
28164,Revoked
28164,Sk-Ka
28802,"A Black Man, A Black Man And Another Black Man"
28802,C.Williams (2)
28802,Exclusive T
28802,"Farley ""Jackmaster"" Funk"
28802,Farley Keith Williams
28802,"Godfather Of House, The"
28802,"Housemaster Boyz, The"
28802,Jackmaster Dick
28802,Sensuous Black Woman
28802,Zone (10)
34220,Nazareth Nirza
36687,Hardware (7)
37606,Yusuf Islam
46506,"Black Jackal, The"
46506,Daniel Furniss
46506,"Divide, The"
48432,Ed Lee (2)
55439,Worlds Collide
56678,Todd Thomas
63590,Raw Deal
64774,Kevin Moo
66817,Wade Hogg$
66852,Earthbound (6)
70293,Chris Liberator
70293,&
70293,D.A.V.E. The Drummer
70293,Creeper
70293,Dynamo City
70293,Goldfinger (8)
70293,Ha-Lo
70293,Thera
70293,Waterland
73465,Joe Colley
73538,David Jackman
73538,Monoplane
79791,Factoria X
79791,Four Dimensions
79791,Future (5)
79791,Getting Started
79791,Gravitation
79791,R.B.Y.
79791,Ruben Moreno
79791,Sweet Irony
82375,Monoplane
82375,Organum
90037,Skateboard P
91380,Kidsound
91380,Mark Wilkinson
91380,Wilky (2)
92225,Seamus Ryan
96622,Daniel Sánchez Soliva
99630,Cowboy Johnny Christ
124165,Aldo Banfi
124165,Guiseppe Banfi
143799,Louis Dorley
145272,George Lane
147064,William George
148330,Eduardo Lopez
158576,This Kid Named Miles
163549,Aleksi Sahala
163549,Paocala
166728,Nihal De Silva
183701,T. Farmer
183701,T.S. Heritage
183701,Toby Houser
191242,Diplodocus
191242,Wes Gully
191242,Wesley Pentz
192632,Jean Myrthil
194667,"A Black Man, A Black Man And Another Black Man"
194667,C.Williams (2)
194667,Exclusive T
194667,Farley Keith Williams
194667,"Godfather Of House, The"
194667,"Housemaster Boyz, The"
194667,Jackmaster Dick
194667,"Rude Boy Farley Keith, The"
194667,Sensuous Black Woman
194667,Zone (10)
209415,1906
209415,Foggy Joe
209415,Jammie Jefferson
209415,Pop Corn Orchestra
210166,Nubia
210166,Sandra Wright (2)
214761,Michel (6)
214761,Tony Mendez
229071,Adidja Palmer
245099,HQ2
252197,Member Of Porno For Pyros
282467,Hernifan Majeed
283844,Heins Hoffman-Richter
361222,Jason Kriveloff
400928,Dr. Know
449216,Sidney Keith Russell
449216,Sidney King Russel
452309,1.8.7.
452309,Lady J
452309,Murder 0ne
495093,Forme
495093,Seba
495093,Secret Operations
499327,Dice
499327,Prob.
499327,Tes La Rok
499327,Trusta
499327,Waterloop (2)
503033,Hive
503033,Unseen Master
527635,Chris St John (2)
527635,Christopher Allen
533594,Cléo de Mallio
548194,Kenneth Persaud
556116,Marco P.
579426,YB (2)
662202,Maker DJ
662202,Rudecat
662202,Russian Roulette (2)
791326,DSO
845581,"Glimmer Twins, The"
845581,Unknown (12)
954530,Miguel Sánchez
1237340,Silva D
1543343,"A Black Man, A Black Man And Another Black Man"
1543343,C.Williams (2)
1543343,Exclusive T
1543343,"Farley ""Jackmaster"" Funk"
1543343,"Godfather Of House, The"
1543343,"Housemaster Boyz, The"
1543343,Jackmaster Dick
1543343,"Rude Boy Farley Keith, The"
1543343,Sensuous Black Woman
1543343,Zone (10)
1572374,H.R.
