"classification"
"Former; regular"
"Former; regular"
"Former; recurring"
"Present; recurring"
"Former; regular"
"9656"
"Former; recurring"
"Former; regular"
"Former; regular"
"Former; guest"
"Former, regular"
"Former; recurring"
"Former; recurring"
"Former; regular"
"Former; recurring"
"Former; recurring"
"Past; recurring"
"Former; guest"
"Former; regular"
"Former; regular"
"Former; regular"
"Former; regular"
"Former, regular"
"Former; regular"
"Former; recurring"
"Former; recurring"
"Former; regular"
"Former; guest"
"Grade II*"
"Former; regular"
"Former; regular"
"Former; regular"
"Former; regular"
"Former; guest"
"Former; regular"
"Former; guest"
"Present; regular"
"(24 June 1959)"
"Former; recurring"
"Bien de Interés Cultural"
"Former; regular"
"Former; regular"
"Former; recurring"
"Former; guest"
"Former, regular"
"Former; regular"
"Former; recurring"
"Former; regular"
"Former; regular"
"Former; recurring"
"Former; regular"
"Former, regular"
"Former; recurring"
"Former; recurring"
"Former; regular"
"Former; regular (returning)"
"Former; recurring"
"Past; recurring"
"Former; recurring"
"Past; recurring"
"Final; regular"
"Former, regular"
"Past, recurring"
"Former; guest"
"Former; recurring"
"Present; recurring"
"Final, regular"
"Former; regular"
"Former; regular"
"Former; regular"
"Former; regular"
"Former; recurring"
"Former; recurring"
"Former; regular"
"Former; recurring"
"Former; guest"
"Present; recurring"
"Present; regular (departing)"
"Former; regular"
"Former; regular"
"Former; regular"
"Former; recurring"
"Former; recurring"
"Past; recurring"
"Former; recurring"
"Former; guest"
"Former; Recurring"
"Former; regular"
"Former; recurring"
"Former; guest"
"Former; regular"
"Former; regular"
"Former; regular"
"supporting cast"
"Present; regular"
"Former; regular"
"Present; recurring"
"Former; recurring"
"Former; regular"
"Past; regular"
"Former; recurring"
"Former; recurring"
"Present; recurring"
"Former; regular"
"Former; recurring"
"Monument historique (1921, 1933)"
"Former; recurring"
"Former; regular"
"Former; recurring"
"Present; regular"
"Former; regular"
"Former; regular"
"Former; recurring"
"Former; regular"
"Former; regular"
"Former; regular"
"Former, regular"
"Present; regular"
"Former; regular"
"Former; recurring"
"Former; recurring"
"Former; regular"
"Past; regular"
"Former; regular"
"Former; regular"
"1090, 15 December 1993"
"Former; regular"
"Former, regular"
"Former; recurring"
"Present; recurring"
"Former; regular"
"Former; regular"
"Former; regular"
"Former; recurring"
"Past; recurring"
"Former; regular"
"Present; regular"
"Former; guest"
"Protected monument"
"recurring"
"Former; guest"
"Past, recurring"
"Past; regular"
"Former; regular"
"Former; guest"
"Present; recurring"
"Past; recurring"
"Former; regular"
"Former; regular"
"Former; regular"
"Present; regular"
"Former; regular"
"Former; regular"
"Former; regular"
"Former, regular"
"historic monument"
"Former, regular"
"Former; recurring"
"Former; regular"
"Present; regular"
"Former; recurring"
"Former; regular"
"Former; regular"
"Former; recurring"
"Former; recurring"
""
"Former; guest"
"Former; regular"
"Past; regular"
"Former; regular"
"Former; regular"
"Former; regular"
"Former; recurring"
"Former; regular"
"Former; regular"
"Former; recurring"
"Present; regular"
"Present; recurring"
"Former; regular"
"Hotel casino"
"Former; regular"
"784 (May 5, 1992)"
"Former; recurring"
"Former; guest"
"Former; recurring"
"Present; regular"
"Housing project"
"Former; regular"
"Former; guest"
"Grade II*"
"Former, regular"
"Former; regular"
"Schloss"
"Former; recurring"
"Present; regular"
"Former; regular"
"Former; recurring, Deceased"
"Former; recurring"
"Former; regular"
"Final, regular"
"Former; recurring"
"Present; regular"
"Past; guest"
"Present; regular"
"Former; recurring"
"Former; guest"
"Present; regular"
"Main cast"
"Former;regular"
"Former; regular"
"Present; regular"
"Present; regular"
"Present; regular"
"Former, regular"
"Former; recurring"
"Former; regular"
"Former; recurring"
"Former; recurring"
"Former: regular"
"Former; regular"
"Former; recurring"
"1-2 (May 30, 1996)"
"Former; regular"
"Former, regular"
"Former; guest"
"Former; recurring"
"Former; regular"
"Former; regular"
"Past; regular"
"Former; regular"
"Former; regular"
"Former; guest"
"Former; recurring"
"Former; guest"
"Former, regular"
"Former; recurring"
"Lodging,weddings,bed & breakfasts"
"Former; guest"
"Present; regular"
"Past, recurring"
"Former; regular"
"Former; regular"
"Former; regular"
"Former; regular"
"Former; recurring"
"Former; guest"
"Office"
"Former; regular"
"Former; recurring"
"Past; recurring"
"Former; recurring"
"Former; recurring"
"Former; recurring"
"Former; regular"
"Former; regular"
"Former; regular"
"Former; regular"
"Demolished"
"Present; regular"
"Former; regular"
"Former; recurring"
"Grade I historic building"
"Past; recurring"
"Former; recurring"
"Former; recurring"
"Past, recurring"
"Former; regular"
"Former, regular"
"Former; regular"
"Former; guest"
"Present, recurring"
"Protected structure"
"Former; regular"
"Former; recurring"
"Former; recurring"
"Former; reguular"
"Former, recurring"
"Former, regular"
"Former; regular"
"Former; recurring"
"Former; regular"
"Former; regular"
"Former, regular"
"Present; regular"
"Former; regular"
"Former; regular"
"Past, regular"
"Former; recurring"
"Former; regular"
"Former; regular"
"Former; regular"
"Former; regular"
"Former; regular"
"Former; regular"
"Former; regular"
"Former; regular"
"Former; regular"
"Monument historique"
"Former; occasional"
"Former; guest"
"Former; regular"
"Former; regular"
"Former; regular"
"Present; recurring"
"Former; regular"
"Derelict"
"Former; regular"
"Grade II"
"Former; regular"
"Past; regular"
"Former; regular"
"Former; regular"
"Former; recurring"
"Former; recurring"
"Former; recurring"
"Former; regular"
"Former, recurring"
"Former, recurring"
"Present; regular"
"Former; regular"
"Former; regular"
"Former; recurring"
"Past; recurring"
"Former; regular"
"1385, 16th September 2008"
"Former; regular"
"Former; regular"
"Past, regular"
"Former; regular"
"Past, recurring"
"Former; regular"
"Former; guest"
"Former; guest"
"Former; regular"
"[[#Credited cast"
"Former; recurring"
"Former; recurring"
"Former; regular"
"Former; guest"
"Former; regular"
"Former; recurring"
"Former; regular"
"Former, regular"
"Former; recurring"
"Former; regular"
"Former; recurring"
"Former; regular"
"Former; regular"
"Former; recurring"
"Former; regular"
"Former; regular"
"Former; guest"
"Former; regular"
"Former; recurring"
"Former; recurring"
"Former; recurring"
"Past; recurring"
"Former; recurring"
"Final, regular"
"Former; recurring"
"Former; regular"
"Former; guest"
"Former; recurring"
"Former; regular"
"Present; recurring"
"Present; regular"
"Present; recurring"
"Former; regular"
"Past, regular"
"Past, recurring"
"Past; regular"
"Present; recurring"
"Final; regular"
"Present; recurring"
"Former; regular"
"Former; recurring"
"Former; guest"
"Past; regular"
"Former; guest"
"Former; regular"
"Former; guest"
"Former; recurring"
"Present; recurring"
"Former; recurring"
"Past; regular"
"Former; guest"
"Past; recurring"
"Past, recurring"
"Former; recurring"
"Former; regular"
"Former, regular"
"Former; recurring"
"Grade II historic building"
"Former; regular"
"Former; regular"
"Former; regular"
"Former; regular"
"Former, regular"
"Former; regular"
"Former; regular"
"Present; regular"
"Final, regular"
"Past; regular"
"868 September 03, 1953"
"Former; guest"
"Former; regular"
"Main cast"
"A-2"
"Present; recurring"
"Former; regular"
"Former; guest"
"Former; regular"
"Past; regular"
"Former; regular"
"Former; regular"
"Present; regular"
"Present; recurring"
"Past, recurring"
"Former; regular"
"Former; recurring"
"Former; regular"
"[[#Credited cast"
"Present; regular"
"Present; regular"
"Former; recurring"
"Former; regular"
"Former; guest"
"Former; regular"
"Former; regular"
"Former; recurring"
"Former; regular"
"Former; regular"
"[[#Credited cast"
"Past; guest"
"Former; recurring"
"Present; regular"
"Former; recurring"
"Former; recurring"
"Former; recurring"
"Former; recurring"
"Present; recurring"
"Former; regular"
"[[#Credited cast"
"Former; guest"
"Present; regular"
"Derelict"
"Former; recurring"
"Former; regular"
"Former; recurring"
"Present; recurring"
"Former; regular"
"Former; recurring"
"Former; regular"
"Present; regular"
"Present; regular"
"Former; recurring"
"Former; regular"
"Former; regular"
"Former; recurring"
"Former; regular"
"Present; recurring"
"Past; recurring"
"Former; recurring"
"hotel"
