payment_full.payment_id = payment.payment_id
payment_full.customer_id = payment.customer_id
payment_full.customer_id = customer.customer_id
payment_full.staff_id = payment.staff_id
payment_full.staff_id = staff.staff_id
payment_full.rental_id = payment.rental_id
payment_full.rental_id = rental.rental_id
payment_full.amount = payment.amount
payment_full.payment_date = payment.payment_date
payment_full.customer_store_id = customer.store_id
payment_full.customer_store_id = store.store_id
payment_full.customer_first_name = customer.first_name
payment_full.customer_last_name = customer.last_name
payment_full.customer_email = customer.email
payment_full.customer_address_id = store.address_id
payment_full.customer_address_id = address.address_id
payment_full.customer_address_id = customer.address_id
payment_full.customer_active = customer.active
payment_full.customer_create_date = customer.create_date
payment_full.customer_address = address.address
payment_full.customer_address2 = address.address2
payment_full.customer_district = address.district
payment_full.customer_city_id = address.city_id
payment_full.customer_city_id = city.city_id
payment_full.customer_postal_code = address.postal_code
payment_full.customer_phone = address.phone
payment_full.customer_city = city.city
payment_full.customer_country_id = country.country_id
payment_full.customer_country_id = city.country_id
payment_full.customer_country = country.country
payment_full.staff_first_name = staff.first_name
payment_full.staff_last_name = staff.last_name
payment_full.staff_address_id = store.address_id
payment_full.staff_address_id = address.address_id
payment_full.staff_address_id = staff.address_id
payment_full.staff_email = staff.email
payment_full.staff_store_id = staff.store_id
payment_full.staff_store_id = store.store_id
payment_full.staff_active = staff.active
payment_full.staff_username = staff.username
payment_full.staff_password = staff.password
payment_full.staff_address = address.address
payment_full.staff_address2 = address.address2
payment_full.staff_district = address.district
payment_full.staff_city_id = address.city_id
payment_full.staff_city_id = city.city_id
payment_full.staff_postal_code = address.postal_code
payment_full.staff_phone = address.phone
payment_full.staff_city = city.city
payment_full.staff_country_id = country.country_id
payment_full.staff_country_id = city.country_id
payment_full.staff_country = country.country
payment_full.staff_store_manager_staff_id = store.manager_staff_id
payment_full.staff_store_manager_staff_id = staff.staff_id
payment_full.staff_store_address_id = store.address_id
payment_full.staff_store_address_id = address.address_id
payment_full.staff_store_address = store.address
payment_full.staff_store_address2 = store.address2
payment_full.staff_store_district = store.district
payment_full.staff_store_city_id = store.city_id
payment_full.staff_store_city_id = address.city_id
payment_full.staff_store_city_id = city.city_id
payment_full.staff_store_postal_code = store.postal_code
payment_full.staff_store_phone = store.phone
payment_full.staff_store_city = city.city
payment_full.staff_store_country_id = country.country_id
payment_full.staff_store_country_id = city.country_id
payment_full.staff_store_country = country.country
payment_full.staff_store_manager_first_name = staff.first_name
payment_full.staff_store_manager_last_name = staff.last_name
payment_full.staff_store_manager_address_id = store.address_id
payment_full.staff_store_manager_address_id = address.address_id
payment_full.staff_store_manager_address_id = staff.address_id
payment_full.staff_store_manager_email = staff.email
payment_full.staff_store_manager_store_id = staff.store_id
payment_full.staff_store_manager_store_id = store.store_id
payment_full.staff_store_manager_active = staff.active
payment_full.staff_store_manager_username = staff.username
payment_full.staff_store_manager_password = staff.password
payment_full.staff_store_manager_address = address.address
payment_full.staff_store_manager_address2 = address.address2
payment_full.staff_store_manager_district = address.district
