001,73111-SP0-A10,"glass, fr. windshield (bronze)(aptech) Emission: KA - US Market Spec Origin: JPN",001,Contact your dealer,
001,73111-SP0-A10,"glass, fr. windshield (bronze)(aptech) Emission: KL - California Spec Origin: JPN",001,Contact your dealer,
002,73125-SL4-000,"rubber, fr. windshield dam Emission: KA - US Market Spec Origin: JPN",001,$43.60,
002,73125-SL4-000,"rubber, fr. windshield dam Emission: KL - California Spec Origin: JPN",001,$43.60,
004,73150-SP0-003,"molding assy., r. fr. windshield side Emission: KA - US Market Spec Origin: JPN",001,$213.14,
004,73150-SP0-003,"molding assy., r. fr. windshield side Emission: KL - California Spec Origin: JPN",001,$213.14,
005,73151-SP0-003,"molding, fr. windshield (upper) Emission: KA - US Market Spec Origin: JPN",001,$44.28,
005,73151-SP0-003,"molding, fr. windshield (upper) Emission: KL - California Spec Origin: JPN",001,$44.28,
006,73160-SP0-003,"molding assy., l. fr. windshield side Emission: KA - US Market Spec Origin: JPN",001,$213.14,
006,73160-SP0-003,"molding assy., l. fr. windshield side Emission: KL - California Spec Origin: JPN",001,$213.14,
007,77466-SV4-000,"seal, fr. instrument Emission: KA - US Market Spec Origin: JPN",001,$27.37,
007,77466-SV4-000,"seal, fr. instrument Emission: KL - California Spec Origin: JPN",001,$27.37,
008,91534-SM4-003,"clip, fr. windshield molding (upper) (green) Emission: KA - US Market Spec Origin: JPN",006,$1.53,
008,91534-SM4-003,"clip, fr. windshield molding (upper) (green) Emission: KL - California Spec Origin: JPN",006,$1.53,
009,91511-SP0-003,"clip a, fr. windshield side (blue) Emission: KA - US Market Spec Origin: JPN",002,$3.78,
009,91511-SP0-003,"clip a, fr. windshield side (blue) Emission: KL - California Spec Origin: JPN",002,$3.78,
010,91512-SP0-003,"clip b, fr. windshield (upper) Emission: KA - US Market Spec Origin: JPN",005,$3.78,
010,91512-SP0-003,"clip b, fr. windshield (upper) Emission: KL - California Spec Origin: JPN",005,$3.78,
011,91513-SP0-003,"clip b, fr. windshield side (blue) Emission: KA - US Market Spec Origin: JPN",002,Contact your dealer,
011,91513-SP0-003,"clip b, fr. windshield side (blue) Emission: KL - California Spec Origin: JPN",002,Contact your dealer,
012,91514-SP0-003,"clip c, fr. windshield side (yellow) Emission: KA - US Market Spec Origin: JPN",002,$3.78,
012,91514-SP0-003,"clip c, fr. windshield side (yellow) Emission: KL - California Spec Origin: JPN",002,$3.78,
013,91526-SP0-003,"clip f, fr. windshield side (white) Emission: KA - US Market Spec Origin: JPN",002,$3.78,
013,91526-SP0-003,"clip f, fr. windshield side (white) Emission: KL - California Spec Origin: JPN",002,$3.78,
014,91528-SP0-003,"clip d, fr. windshield side (yellow) Emission: KA - US Market Spec Origin: JPN",006,$2.98,
014,91528-SP0-003,"clip d, fr. windshield side (yellow) Emission: KL - California Spec Origin: JPN",006,$2.98,
015,91529-SP0-003,"e-clip, fr. windshield side (black) Emission: KA - US Market Spec Origin: JPN",006,$2.98,
015,91529-SP0-003,"e-clip, fr. windshield side (black) Emission: KL - California Spec Origin: JPN",006,$2.98,
016,91535-SP0-003,"clip, r. fr. windshield corner(green) Emission: KA - US Market Spec Origin: JPN",001,Contact your dealer,
016,91535-SP0-003,"clip, r. fr. windshield corner(green) Emission: KL - California Spec Origin: JPN",001,Contact your dealer,
017,91536-SP0-003,"clip, l. fr. windshield corner(blue) Emission: KA - US Market Spec Origin: JPN",001,Contact your dealer,
017,91536-SP0-003,"clip, l. fr. windshield corner(blue) Emission: KL - California Spec Origin: JPN",001,Contact your dealer,
